name,loc,size,area,price,price_sum,dire,floor,buildtime,advantage
塔城小区,嘉定城区-塔城小区塔城路331弄、城中路41弄、城中路,1室0厅,32.4,31790,103,南向,中层（共6层）,1984年建,满五优质教育
美罗家园佳翔苑,罗店-陆翔路3489弄,2室1厅,80,26000,208,南北向,中层（共18层）,2014年建,"满二性价比高采光好
                                        距7号线美兰湖站约1197米"
大华锦绣华城第12街区,北蔡-大华锦绣华城第12街区锦绣路3088弄,3室2厅,117.4,63884,750,南向,中层（共6层）,2010年建,"满五
                                        距13号线下南路站约333米"
西郊半岛名苑,华新-新府中路1331弄,2室2厅,89.7,29543,265,南北向,中层（共20层）,2013年建,满五优质教育性价比高业主急售
美罗家园润苑,罗店-年吉路650弄,1室1厅,58.68,25222,148,南向,中层（共28层）,2015年建,"满五
                                        距7号线美兰湖站约1190米"
顺驰美兰湖,罗店-罗迎路558弄,3室2厅,122.03,29501,360,南北向,高层（共5层）,2006年建,"满五优质教育
                                        距7号线美兰湖站约829米"
美罗家园佳境苑,罗店-美丹路1033弄,2室1厅,71.13,25306,180,南北向,低层（共18层）,2014年建,满二配套成熟户型佳
绿地蔷薇四季,金山其他-学府路1800弄、学府路3888弄、龙皓路2,2室2厅,89.97,19117,172,南北向,低层（共9层）,2007年建,满五优质教育总价低性价比高
苏豪国际广场,昆山-商务大道199号,2室2厅,60,8333,50,南北向,中层（共18层）,2011年建,满五
西郊河畔家园,华漕-西郊河畔家园繁兴路469弄,2室2厅,93.9,42066,395,南北向,低层（共6层）,2007年建,满五优质教育采光好小区中心
远洋香奈,杨行-杨泰路2158弄,3室2厅,98.3,39674,390,南向,高层（共18层）,2016年建,"满二优质教育
                                        距1号线富锦路站约643米"
盛大金磐,陆家嘴-东泰路200弄,3室2厅,264,90909,2400,南北向,低层（共42层）,2005年建,"满二
                                        距2号线陆家嘴站约783米"
嘉宝梦之湾,嘉定城区-平城路2055弄,3室2厅,98,35714,350,南北向,中层（共11层）,2014年建,"满五优质教育
                                        距11号线嘉定西站约655米"
九龙仓兰廷,周浦-祝家港路399弄,3室2厅,91,51648,470,南向,高层（共17层）,2016年建,满五优质教育配套成熟黄金楼层
九龙山壹号,嘉兴-九龙山旅游度假区,3室2厅,82,8110,66.5,南北向,高层（共7层）,2016年建,满二总价低拎包入住
东湾小区,华泾-龙吴路2388弄,1室1厅,45.8,39301,180,南向,中层（共6层）,1994年建,满二优质教育
君悦花园,虹桥-君悦花园虹梅路3887弄,4室2厅,202.59,44425,900,南向,高层（共8层）,2000年建,"满五性价比高业主急售
                                        距10号线龙溪路站约405米"
美罗家园罗智苑,罗店-美平路428弄,2室2厅,93,28280,263,南北向,中层（共11层）,2014年建,满二配套成熟总价低
梅园三村,陆家嘴-浦东大道604弄、梅园三村1-65号,1室1厅,35.6,108146,385,南向,中层（共6层）,1994年建,"满五优质教育
                                        距4号线浦东大道站约241米"
永康城香樟苑,浦江-永康城香樟苑盐铁塘路435弄,3室1厅,81.58,26354,215,南向,中层（共18层）,2012年建,满五
翠湖天地御苑,新天地-翠湖天地御苑顺昌路168弄,4室2厅,312.48,176011,5500,南北向,低层（共13层）,2006年建,"满五优质教育
                                        距10号线新天地站约439米"
永康城香樟苑,浦江-永康城香樟苑盐铁塘路435弄,3室1厅,81.58,25987,212,南向,高层（共18层）,2014年建,满五
美兰湖中华园铂境,罗店-抚远路1288弄,2室2厅,87,33333,290,南北向,中层（共6层）,2016年建,满五优质教育
常高公寓,曹杨-梅岭南路380弄,2室1厅,91,60440,550,南向,中层（共7层）,1998年建,"满五优质教育性价比高业主急售
                                        距11号线枫桥路站约592米"
绿洲雅宾利花园一期,西藏北路-中华新路288弄,2室1厅,83,87952,730,南向,低层（共33层）,2008年建,"满五优质教育性价比高户型佳
                                        距8号线中兴路站约440米"
天山河畔花园,天山-水城路883弄,4室2厅,156,73718,1150,南北向,高层（共28层）,2010年建,"满五配套成熟小区中心
                                        距2号线威宁路站约474米"
绿宝园,康桥-沪南路2888弄,独栋,卧室：,63492,2400,378�O,花园：500.0平米,南向,满五
御翠园,世纪公园-花木路1883弄,独栋,卧室：,158215,7800,493�O,花园：350.0平米,南向,"满五优质教育
                                        距7号线花木路站约730米"
钦州公寓,田林-钦州路760号、钦州路780号、钦州路820,2室1厅,69.8,60172,420,南向,中层（共18层）,1995年建,"满五优质教育
                                        距1号线漕宝路站约1081米"
汇诚佳苑,航头-汇诚佳苑鹤永路750弄,3室2厅,84,29524,248,南北向,中层（共18层）,2014年建,"满五优质教育性价比高业主急售
                                        距16号线鹤沙航城站约1101米"
环绿国际,顾村-宝绿路99弄,3室2厅,95.32,28116,268,南北向,中层（共18层）,2008年建,满二配套成熟性价比高
星苑小区,凉城-车站北路400弄1-45号、车站北路500弄,3室1厅,77.2,47668,368,南向,中层（共6层）,1994年建,满五优质教育
西郊九韵城景平苑,华漕-繁兴路1000弄,1室1厅,53,38679,205,南北向,中层（共12层）,2010年建,满五首付低总价低
汇秀景苑,浦江-闵驰一路208弄、浦航路178弄、闵驰一路1,1室1厅,55.9,27191,152,南向,高层（共11层）,2013年建,满五
东南华庭,塘桥-临沂北路150弄1、3号,1室1厅,78,70513,550,南北向,中层（共29层）,2006年建,"满五性价比高采光好
                                        距4号线塘桥站约463米"
万航公寓,曹家渡-万航渡路676弄,3室1厅,93.67,83271,780,南向,中层（共25层）,1998年建,"满五优质教育
                                        距2号线江苏路站约614米"
万科假日风景,春申-万科假日风景畹町路99弄、畹町路100弄,2室2厅,92.4,57900,535,南北向,中层（共6层）,2005年建,满五优质教育业主急售黄金楼层
金利公寓,唐镇-南曹路901弄,1室1厅,54,37963,205,南北向,高层（共7层）,2012年建,满五优质教育性价比高业主急售
盛大金磐,陆家嘴-东泰路200弄,3室2厅,264,102235,2699,南北向,中层（共42层）,2004年建,"满二
                                        距2号线陆家嘴站约783米"
市光一村,中原-市光一村1-129号,2室1厅,69.23,46945,325,南北向,低层（共6层）,1987年建,"满五
                                        距8号线嫩江路站约426米"
美罗家园佳翔苑,罗店-陆翔路3489弄,2室2厅,82.33,21256,175,南北向,中层（共18层）,2015年建,"满五首付低性价比高
                                        距7号线美兰湖站约1197米"
杉林新月家园,三林-杉林新月家园环林东路879弄、环林东路875,2室1厅,83.8,45346,380,南向,高层（共15层）,2007年建,"满五
                                        距11号线三林东站约981米"
汇诚佳苑,航头-汇诚佳苑鹤永路750弄,2室1厅,72,27778,200,南北向,高层（共1层）,2006年建,"满二优质教育业主急售总价低性价比高
                                        距16号线鹤沙航城站约1101米"
金沙雅苑四期,长征-金沙江路2299弄,3室2厅,136.5,58974,805,南北向,高层（共14层）,2006年建,"满五优质教育
                                        距13号线祁连山南路站约377米"
东苑古龙城,古美-古龙路66弄、古龙路300弄,5室2厅,230.8,64991,1500,南北向,高层（共24层）,2006年建,"满五优质教育
                                        距12号线东兰路站约921米"
惠南一方新城,惠南-迎熏路222弄,3室2厅,112.48,31117,350,南向,中层（共5层）,2008年建,满五优质教育
美罗家园佳翔苑,罗店-陆翔路3489弄,2室1厅,79,26962,213,南北向,高层（共18层）,,"满五首付低总价低
                                        距7号线美兰湖站约1197米"
绿地东上海,康桥-秀浦路788弄、秀浦路800弄,3室2厅,133,45113,600,南北向,低层（共18层）,2012年建,满五配套成熟小区中心户型佳
阳光城滨江悦,东外滩-丹阳路188弄(近齐齐哈尔路),3室2厅,106,109245,1158,南北向,高层（共17层）,2017年建,满五
中通大厦,东外滩-黄兴路1号,3室2厅,160.46,41132,660,南向,中层（共29层）,1997年建,"配套成熟性价比高
                                        距12号线宁国路站约92米"
盛大金磐,陆家嘴-盛大金磐东泰路200弄,3室2厅,264,90909,2400,南向,低层（共42层）,2002年建,"满二
                                        距2号线陆家嘴站约783米"
共康六村,共康-共康六村,2室1厅,67.78,41753,283,南向,中层（共6层）,1996年建,"满五优质教育配套成熟业主急售
                                        距1号线通河新村站约652米"
中金海棠湾,周浦-周东南路599弄、瑞建路88弄、沈梅东路30,3室2厅,118,44915,530,南北向,高层（共18层）,2016年建,满二优质教育性价比高景观房
南华苑,大华-华灵路80弄、华灵路82弄、华灵路198弄、,2室2厅,93.2,48927,456,南向,中层（共6层）,2003年建,"满五优质教育
                                        距7号线大华三路站约282米"
塘东小区,塘桥-蓝村路471弄、峨山路180弄,2室2厅,57,64912,370,南北向,高层（共6层）,2001年建,"满五配套成熟小区中心
                                        距4号线蓝村路站约303米"
德州一村,世博-德州一村上南路1500弄16支弄、德州路22,2室1厅,58,46552,270,南向,高层（共6层）,1995年建,"满五优质教育
                                        距8号线成山路站约172米"
月浦八村,月浦-龙镇路德都路,2室1厅,53.5,27103,145,南向,中层（共6层）,1992年建,满五优质教育
上海金山万达华府,金山新城-海汇街625弄,3室2厅,115.2,24306,280,南北向,高层（共37层）,2015年建,满五配套成熟性价比高
浦发绿城2079弄小区,三林-浦发绿城2079弄小区永泰路2079弄,1室1厅,52,39423,205,南北向,低层（共6层）,2004年建,"满五
                                        距11号线浦三路站约315米"
新凯家园四期,泗泾-泽悦路326弄、泽悦路325弄、泽悦路212,2室1厅,77.29,28464,220,南向,中层（共14层）,2013年建,满二优质教育业主急售拎包入住
中邦城市,康桥-秀沿路867弄,2室2厅,103,48544,500,南北向,中层（共16层）,,满五业主急售黄金楼层
檀宫,西郊-青溪路555号,独栋,卧室：,287037,46500,1620�O,无花园,南向,"满二
                                        距10号线龙溪路站约1151米"
金苹果花园,三林-上南路3500弄,2室2厅,99,50505,500,南北向,中层（共13层）,2004年建,"满五优质教育
                                        距6号线灵岩南路站约877米"
沙田新苑,曹杨-白兰路169弄,3室2厅,114,57018,650,南北向,中层（共24层）,2000年建,"满二
                                        距11号线枫桥路站约583米"
美兰湖颐景园,罗店-美艾路198弄1-10号、25-46号、65,3室2厅,125,24800,310,南北向,中层（共6层）,2007年建,"满五优质教育黄金楼层拎包入住
                                        距7号线罗南新村站约627米"
